dataset,track,condition_id,method,reference_count,rrf_constant,top_l,ndcg_at_10,recall_at_20,complete_top20_exact_rate
scifact,controlled,primary,sparse_only,5,60,1000,0.7344936558662543,0.9192222222222222,0.9588888888888889
scifact,controlled,primary,sparse_references_only,5,60,10,0.72974824572885,0.9136296296296296,0.0
scifact,controlled,primary,sparse_references_only,5,60,20,0.7309539277410205,0.9247777777777777,0.0
scifact,controlled,primary,sparse_references_only,5,60,50,0.7298436087507595,0.9109999999999999,0.14777777777777779
scifact,controlled,primary,sparse_references_only,5,60,100,0.7294199402822833,0.9071111111111111,0.5033333333333333
scifact,controlled,primary,sparse_references_only,5,60,200,0.7306300805269191,0.9154444444444444,0.7777777777777778
scifact,controlled,primary,sparse_references_only,5,60,500,0.7309512636672724,0.9148888888888889,0.9255555555555556
scifact,controlled,primary,sparse_references_only,5,60,1000,0.7312724468076255,0.9148888888888889,0.9655555555555555
trec-covid,controlled,primary,bridge_shared,5,60,10,0.7719706465663854,0.0364080146747835,0.0
trec-covid,controlled,primary,bridge_shared,5,60,20,0.7856585428734626,0.04058154086152724,0.0
trec-covid,controlled,primary,bridge_shared,5,60,50,0.8035413968135382,0.04163648707236481,0.02
trec-covid,controlled,primary,bridge_shared,5,60,100,0.8079435064167525,0.042936485125286035,0.3333333333333333
trec-covid,controlled,primary,bridge_shared,5,60,200,0.8149584684072884,0.043206692136495785,0.64
trec-covid,controlled,primary,bridge_shared,5,60,500,0.8166797686118775,0.043336675745716535,0.8266666666666667
trec-covid,controlled,primary,bridge_shared,5,60,1000,0.8168532182206378,0.043295199633819746,0.9066666666666666
trec-covid,controlled,primary,dense_only,5,60,10,0.7189279785123718,0.03349284930513994,0.0
trec-covid,controlled,primary,dense_only,5,60,20,0.733415652376141,0.03658017753016969,0.0
trec-covid,controlled,primary,dense_only,5,60,50,0.7625352549132913,0.03768304470685859,0.006666666666666667
trec-covid,controlled,primary,dense_only,5,60,100,0.7835502142985827,0.03984646494043006,0.20666666666666667
trec-covid,controlled,primary,dense_only,5,60,200,0.784909375838708,0.041296603761517794,0.49333333333333335
trec-covid,controlled,primary,dense_only,5,60,500,0.7858385093276288,0.041391189830089686,0.7
trec-covid,controlled,primary,dense_only,5,60,1000,0.7855082287349556,0.041365143419647525,0.7466666666666667
trec-covid,controlled,primary,mugi_controlled,5,60,10,0.7670565747002115,0.03654751921524353,0.0
trec-covid,controlled,primary,mugi_controlled,5,60,20,0.7830540331104124,0.040727130601367116,0.0
trec-covid,controlled,primary,mugi_controlled,5,60,50,0.8002795749593599,0.04153103257847877,0.02
trec-covid,controlled,primary,mugi_controlled,5,60,100,0.8043215541488057,0.04311733563254618,0.32
trec-covid,controlled,primary,mugi_controlled,5,60,200,0.8102143053579651,0.04317683208716222,0.6266666666666667
trec-covid,controlled,primary,mugi_controlled,5,60,500,0.8128068327541911,0.04339413391671312,0.8266666666666667
trec-covid,controlled,primary,mugi_controlled,5,60,1000,0.8122807290277412,0.04342064929720893,0.8933333333333333
trec-covid,controlled,primary,original,5,60,10,0.6873966886669226,0.03276713672525624,0.0
trec-covid,controlled,primary,original,5,60,20,0.7086648277884608,0.03539859878922161,0.0
trec-covid,controlled,primary,original,5,60,50,0.7519234775298889,0.03690062390942954,0.0
trec-covid,controlled,primary,original,5,60,100,0.7780720873769198,0.03867930258968521,0.2
trec-covid,controlled,primary,original,5,60,200,0.7765631315578388,0.03973028330620027,0.5
trec-covid,controlled,primary,original,5,60,500,0.7766993519271234,0.03976674842974202,0.64
trec-covid,controlled,primary,original,5,60,1000,0.7779717676911024,0.039815242051826065,0.68
trec-covid,controlled,primary,proposed,5,60,10,0.7801200182893792,0.03617843813319661,0.0
trec-covid,controlled,primary,proposed,5,60,20,0.7923211008457272,0.04024371832758349,0.0
trec-covid,controlled,primary,proposed,5,60,50,0.8080268785764265,0.04119035637873465,0.04
trec-covid,controlled,primary,proposed,5,60,100,0.8191401800414359,0.04335702730398656,0.34
trec-covid,controlled,primary,proposed,5,60,200,0.8221719926476982,0.043503183002056516,0.7
trec-covid,controlled,primary,proposed,5,60,500,0.8219690437558408,0.043566298338695165,0.86
trec-covid,controlled,primary,proposed,5,60,1000,0.8225404139515102,0.04337162032412993,0.9
trec-covid,controlled,primary,sparse_boolean_mask,5,60,10,0.7721690278548786,0.03650263274374101,0.0
trec-covid,controlled,primary,sparse_boolean_mask,5,60,20,0.7859895904712099,0.04068437750870075,0.0
trec-covid,controlled,primary,sparse_boolean_mask,5,60,50,0.8014430016264297,0.04147641592535963,0.02
trec-covid,controlled,primary,sparse_boolean_mask,5,60,100,0.8102555684662247,0.042997895188284785,0.32
trec-covid,controlled,primary,sparse_boolean_mask,5,60,200,0.8169334564685025,0.0430590709815616,0.64
trec-covid,controlled,primary,sparse_boolean_mask,5,60,500,0.8188618907874226,0.04325717764227261,0.8133333333333334
trec-covid,controlled,primary,sparse_boolean_mask,5,60,1000,0.8189986261566903,0.043195081889809896,0.9066666666666666
trec-covid,controlled,primary,sparse_only,5,60,10,0.7464870627885252,0.03559625711360445,0.0
trec-covid,controlled,primary,sparse_only,5,60,20,0.763818975879598,0.03907944453514106,0.0
trec-covid,controlled,primary,sparse_only,5,60,50,0.7915601268810379,0.040924598867436324,0.02
trec-covid,controlled,primary,sparse_only,5,60,100,0.8182336924443596,0.04207898924062065,0.22
trec-covid,controlled,primary,sparse_only,5,60,200,0.81774173682728,0.042733109159705525,0.5733333333333334
trec-covid,controlled,primary,sparse_only,5,60,500,0.8185416731747297,0.04308051305362523,0.7866666666666666
trec-covid,controlled,primary,sparse_only,5,60,1000,0.8186889047824061,0.04311901754890869,0.84
trec-covid,controlled,primary,sparse_references_only,5,60,10,0.7456878110747346,0.03603518863483305,0.0
trec-covid,controlled,primary,sparse_references_only,5,60,20,0.7610892583505905,0.039891066164967445,0.0
trec-covid,controlled,primary,sparse_references_only,5,60,50,0.7876707434302359,0.0403326449740114,0.013333333333333334
trec-covid,controlled,primary,sparse_references_only,5,60,100,0.7959875703073984,0.042065774662566405,0.22666666666666666
trec-covid,controlled,primary,sparse_references_only,5,60,200,0.8021196992592445,0.04254377922893685,0.5466666666666666
trec-covid,controlled,primary,sparse_references_only,5,60,500,0.8055320930402142,0.04240299391924959,0.7533333333333333
trec-covid,controlled,primary,sparse_references_only,5,60,1000,0.8061073140626515,0.04263268933606659,0.84
webis-touche2020,controlled,primary,bridge_shared,5,60,10,0.38607907981357387,0.3296174812158198,0.0
webis-touche2020,controlled,primary,bridge_shared,5,60,20,0.38252491427585694,0.3488815691702672,0.0
webis-touche2020,controlled,primary,bridge_shared,5,60,50,0.38100915011109204,0.3380619327777358,0.10204081632653061
webis-touche2020,controlled,primary,bridge_shared,5,60,100,0.3828875369318901,0.3215003312516525,0.35374149659863946
webis-touche2020,controlled,primary,bridge_shared,5,60,200,0.3876568854610686,0.3307579644051853,0.6598639455782312
webis-touche2020,controlled,primary,bridge_shared,5,60,500,0.38755933269900755,0.33450387989579816,0.8435374149659864
webis-touche2020,controlled,primary,bridge_shared,5,60,1000,0.3884002784688589,0.3344166655228695,0.8639455782312925
webis-touche2020,controlled,primary,dense_only,5,60,10,0.4045363865673278,0.33188496352016034,0.0
webis-touche2020,controlled,primary,dense_only,5,60,20,0.3973393371249082,0.3517907821662302,0.0
webis-touche2020,controlled,primary,dense_only,5,60,50,0.3801177789152423,0.34679299065222075,0.1292517006802721
webis-touche2020,controlled,primary,dense_only,5,60,100,0.3837356685609458,0.330459700639617,0.4489795918367347
webis-touche2020,controlled,primary,dense_only,5,60,200,0.38499803043170433,0.3439281269308218,0.7414965986394558
webis-touche2020,controlled,primary,dense_only,5,60,500,0.3856715235224627,0.3436354779795956,0.8571428571428571
webis-touche2020,controlled,primary,dense_only,5,60,1000,0.3856140822367943,0.3471035318678175,0.9115646258503401
webis-touche2020,controlled,primary,mugi_controlled,5,60,10,0.3911141218373658,0.3318059828308312,0.0
webis-touche2020,controlled,primary,mugi_controlled,5,60,20,0.3883710526083324,0.3520540327111917,0.0
webis-touche2020,controlled,primary,mugi_controlled,5,60,50,0.3849248868239535,0.33549205507991214,0.10204081632653061
webis-touche2020,controlled,primary,mugi_controlled,5,60,100,0.3888395701986768,0.32442945676086266,0.3945578231292517
webis-touche2020,controlled,primary,mugi_controlled,5,60,200,0.3926606953489705,0.3322210578361185,0.6870748299319728
webis-touche2020,controlled,primary,mugi_controlled,5,60,500,0.3941151944363845,0.3368482975163262,0.8367346938775511
webis-touche2020,controlled,primary,mugi_controlled,5,60,1000,0.39527569900151155,0.33708813704188006,0.8707482993197279
webis-touche2020,controlled,primary,original,5,60,10,0.39869690484035064,0.32207967096198403,0.0
webis-touche2020,controlled,primary,original,5,60,20,0.38878555582096963,0.3494981393507536,0.0
webis-touche2020,controlled,primary,original,5,60,50,0.3677675386777509,0.3347960265491836,0.14285714285714285
webis-touche2020,controlled,primary,original,5,60,100,0.37294341579521834,0.3205890578428232,0.4489795918367347
webis-touche2020,controlled,primary,original,5,60,200,0.3769645922914776,0.3317089828226653,0.6938775510204082
webis-touche2020,controlled,primary,original,5,60,500,0.37863737023350275,0.33550362430975256,0.8571428571428571
webis-touche2020,controlled,primary,original,5,60,1000,0.37863737023350275,0.33748903385818735,0.8979591836734694
webis-touche2020,controlled,primary,proposed,5,60,10,0.43403637486987473,0.35504561636576876,0.0
webis-touche2020,controlled,primary,proposed,5,60,20,0.41686206595620384,0.37367026666952663,0.0
webis-touche2020,controlled,primary,proposed,5,60,50,0.39726034372649005,0.35332615291690533,0.1292517006802721
webis-touche2020,controlled,primary,proposed,5,60,100,0.40029298341901115,0.3348040478847421,0.40816326530612246
webis-touche2020,controlled,primary,proposed,5,60,200,0.40405995291982644,0.3462389067646598,0.7074829931972789
webis-touche2020,controlled,primary,proposed,5,60,500,0.40519379771588987,0.3567290373725189,0.891156462585034
webis-touche2020,controlled,primary,proposed,5,60,1000,0.4075701475122771,0.3565215273127921,0.8979591836734694
webis-touche2020,controlled,primary,sparse_boolean_mask,5,60,10,0.38826653105565195,0.33043876210912954,0.0
webis-touche2020,controlled,primary,sparse_boolean_mask,5,60,20,0.3858596628356275,0.34978488273796005,0.0
webis-touche2020,controlled,primary,sparse_boolean_mask,5,60,50,0.38104893990621047,0.3406620386121044,0.09523809523809523
webis-touche2020,controlled,primary,sparse_boolean_mask,5,60,100,0.38352462974648827,0.3220224631813475,0.36054421768707484
webis-touche2020,controlled,primary,sparse_boolean_mask,5,60,200,0.38861727254296785,0.3331918590985995,0.6530612244897959
webis-touche2020,controlled,primary,sparse_boolean_mask,5,60,500,0.3874568848076896,0.3365543497125124,0.8367346938775511
webis-touche2020,controlled,primary,sparse_boolean_mask,5,60,1000,0.38910431176035476,0.3356874689195232,0.8639455782312925
webis-touche2020,controlled,primary,sparse_only,5,60,10,0.42819982219461133,0.3463653892183721,0.0
webis-touche2020,controlled,primary,sparse_only,5,60,20,0.422115705540019,0.368327477870535,0.0
webis-touche2020,controlled,primary,sparse_only,5,60,50,0.3935295599111735,0.3436558570490469,0.09523809523809523
webis-touche2020,controlled,primary,sparse_only,5,60,100,0.3902434825912545,0.3347109317244382,0.42857142857142855
webis-touche2020,controlled,primary,sparse_only,5,60,200,0.3992220250579324,0.3436620149233797,0.6666666666666666
webis-touche2020,controlled,primary,sparse_only,5,60,500,0.4026639188924435,0.3534935907493841,0.8367346938775511
webis-touche2020,controlled,primary,sparse_only,5,60,1000,0.40369619297538484,0.353092280800117,0.891156462585034
webis-touche2020,controlled,primary,sparse_references_only,5,60,10,0.37183957265659506,0.3215506075240406,0.0
webis-touche2020,controlled,primary,sparse_references_only,5,60,20,0.36889909102952395,0.335676479433598,0.0
webis-touche2020,controlled,primary,sparse_references_only,5,60,50,0.3566763379160648,0.32433783267366034,0.06802721088435375
webis-touche2020,controlled,primary,sparse_references_only,5,60,100,0.36040242789088556,0.30836986054978943,0.2857142857142857
webis-touche2020,controlled,primary,sparse_references_only,5,60,200,0.36516664622494016,0.3168072255280412,0.5714285714285714
webis-touche2020,controlled,primary,sparse_references_only,5,60,500,0.36357969726602446,0.32154838919719253,0.8163265306122449
webis-touche2020,controlled,primary,sparse_references_only,5,60,1000,0.36624133784393725,0.32041460234912,0.8435374149659864
