dataset,query_id,dense_angle_degrees,dense_residual_norm,sparse_top20_turnover,sparse_top100_overlap
arguana,test-digital-freedoms-aihwbasmn-pro03a,4.003283049185068,0.0699855362375577,0.11666666666666659,0.93
arguana,test-digital-freedoms-aihwbasmn-pro04a,3.122119841792989,0.05454537644982333,0.04999999999999997,0.9033333333333333
arguana,test-digital-freedoms-dfiphbgs-con01a,3.406803094916016,0.059530492871999706,0.0666666666666666,0.9233333333333333
arguana,test-digital-freedoms-dfiphbgs-con02a,3.888172391465718,0.06796615322430927,0.016666666666666666,0.94
arguana,test-digital-freedoms-dfiphbgs-con03a,4.306579031645483,0.07530589650074637,0.05000000000000001,0.91
arguana,test-digital-freedoms-dfiphbgs-pro01a,3.292041442656257,0.05752067019542054,0.05000000000000001,0.9499999999999998
arguana,test-digital-freedoms-dfiphbgs-pro02a,3.7738775996869514,0.065962033967177,0.0,0.9266666666666667
arguana,test-digital-freedoms-dfiphbgs-pro03a,3.4490253628654295,0.0602703007558981,0.06666666666666664,0.9433333333333334
arguana,test-digital-freedoms-efsappgdfp-con01a,4.410896550729093,0.07713735351959856,0.04999999999999997,0.89
arguana,test-digital-freedoms-efsappgdfp-con02a,4.969141781774133,0.0869482134779294,0.14999999999999994,0.8666666666666667
arguana,test-digital-freedoms-efsappgdfp-con03a,5.078806966071734,0.08887723336617148,0.1333333333333333,0.8833333333333333
arguana,test-digital-freedoms-efsappgdfp-con04a,3.9626054351389803,0.06927147756020223,0.08333333333333326,0.8833333333333333
arguana,test-digital-freedoms-efsappgdfp-con05a,5.296456953576418,0.09270528952280672,0.15,0.8466666666666667
arguana,test-digital-freedoms-efsappgdfp-pro01a,5.7588924187750195,0.10086258997519808,0.3333333333333333,0.7599999999999999
arguana,test-digital-freedoms-efsappgdfp-pro02a,5.447984938182642,0.09538058688243227,0.2166666666666666,0.7999999999999999
arguana,test-digital-freedoms-efsappgdfp-pro03a,5.209769449714744,0.09118032455444335,0.08333333333333326,0.8933333333333334
arguana,test-digital-freedoms-efsappgdfp-pro04a,5.981384032988927,0.10477613409360242,0.06666666666666664,0.8633333333333333
arguana,test-digital-freedoms-eifdfaihs-con01a,4.795966039969303,0.0839018921057383,0.09999999999999991,0.81
arguana,test-digital-freedoms-eifdfaihs-con02a,4.7178420862407675,0.08252901583909983,0.08333333333333326,0.8533333333333334
arguana,test-digital-freedoms-eifdfaihs-con03a,4.539280305517984,0.07939192155996956,0.09999999999999996,0.9
arguana,test-digital-freedoms-eifdfaihs-pro01a,5.2285833201023175,0.09151391188303624,0.16666666666666663,0.8433333333333333
arguana,test-digital-freedoms-eifdfaihs-pro02a,3.6366976438936156,0.06355772912502283,0.09999999999999991,0.86
arguana,test-digital-freedoms-eifdfaihs-pro03a,4.209094493145391,0.07359634339809414,0.26666666666666666,0.8733333333333334
